report_id,timestamp,volume,win_rate,return_pct,period,last_updated,updated_at
9dbb9da0,2026-02-14T19:54:29.860512+00:00,3,66.67,66.67,last_24h,2026-02-23T06:07:13.384817+00:00,2026-02-23T06:07:13.384817+00:00
