page_id,url,page_title,domain,first_seen,last_seen,visit_count,status
7921b96b2d5b40252c98bb2b449f09ee,chrome-error://chromewebdata/,,chromewebdata,2026-02-21T17:05:44.089401,2026-02-22T17:55:50.007689,7,active
e27d839cd3a3c1b9173a0b31d4a591b1,https://www.flashscore.com/football/,"Football Live Scores, Latest Football Results | Flashscore.com",www.flashscore.com,2026-02-22T18:26:27.740823,2026-02-22T18:26:27.740823,1,active
25e414b5ae94fa8dc9200b10353852e1,https://www.flashscore.com/match/football/ituzaingo-Yuyzsp1r/villa-san-carlos-fqa2DhLF/?mid=jDodUdrS,Villa San Carlos v Ituzaingo LIVE 22/02/2026 | Football - Flashscore,www.flashscore.com,2026-02-22T18:33:54.314655,2026-02-22T18:33:54.314655,1,active
fe045375fad0ac723991a6f08f622bba,https://www.flashscore.com/match/football/argentino-de-quilmes-ITpYXmZp/talleres-remedios-escalada-ABogdBtb/?mid=phI5p9YP,TAL - ARG | Talleres (R.E) v Argentino de Quilmes LIVE 22/02/2026 | Football - Flashscore | Summary,www.flashscore.com,2026-02-22T18:35:36.523593,2026-02-22T18:35:36.523593,1,active
1eca19b56b36c237865552adf4b09059,https://www.flashscore.com/match/football/dep-merlo-OWCfIUOr/villa-dalmine-AHxDsv5I/?mid=SxVfS9Cs,DAL - MER | Villa Dalmine v Dep. Merlo LIVE 22/02/2026 | Football - Flashscore | Summary,www.flashscore.com,2026-02-22T18:35:36.561167,2026-02-22T18:35:36.561167,1,active
aed070be9837997f0fce7a63f18e9652,https://www.flashscore.com/match/football/csd-liniers-pbkBY1Me/san-martin-burzaco-lUMGvZZ2/?mid=zoNSOz6k,LIN - SAN | Liniers v San Martin Burzaco LIVE 22/02/2026 | Football - Flashscore | Summary,www.flashscore.com,2026-02-22T18:35:36.569873,2026-02-22T18:35:36.569873,1,active
46a3ab7869d5e0f9013686dd32e5f3eb,https://www.flashscore.com/match/football/c-r-d-libolo-jD7mcH5f/luanda-city-fNmgN5b2/?mid=2aiPn0Vg,LUA - LIB | Luanda City v C.R.D. Libolo LIVE 22/02/2026 | Football - Flashscore | Summary,www.flashscore.com,2026-02-22T18:35:36.582109,2026-02-22T18:35:36.582109,1,active
