site_match_id,time,matched,fixture_id,home_team,odds,league,url,last_extracted,booking_status,booking_url,booking_details,away_team,status,date,booking_code,last_updated
5edf989ceb9d4d0b2984a6e45cba8f47,"05 Feb, 21:00",No_fs_match_found,,Atalanta,,Italy - Coppa Italia,https://www.football.com/ng/m/sport/football/Italy/Coppa_Italia/Atalanta_vs_Juventus/sr:match:66565950/,2026-02-05,pending,,,Juventus,,2026-02-05,,2026-02-13T07:01:57.804098+00:00
