rl_id,region,region_flag,region_url,league,league_crest,league_url,date_updated,last_updated
liga-portugal,PORTUGAL,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAIAAADbtmxLAAAABGdBTUEAALGPC/xhBQAAACBjSFJNAAB6JgAAgIQAAPoAAACA6AAAdTAAAOpgAAA6mAAAF3CculE8AAAABmJLR0QA/wD/AP+gvaeTAAAAB3RJTUUH4wQDBAEfKCteygAAA+hJREFUWMPtl9trXFUUxn9rn5PJTK6dXCZp2sYkmpDQ1sYYqrSoL95qsFqiorEUQVFRqb4VpIIP+igULKWCIIWiqIRSDfYmtdUW23gpaAlJU0lNc09mJmkuc2bmnL19CEp9mVxmAgr9/oDF76y117e+I7zMUiVgLC60c88YnmCZJVdIIZXJYreAbgH9F7Q0IAFboQT+2Swbk9GPWkIxS4HGnUY7ILg+AHERDQokM0D24mm8WSkrpO1eGssJ+PC30DNB1ijBdlZ1IsoYkLQ9yeLuxdHMsaOZPY/SfYMPOukyvBom9BbGT/QFprcQ+AE7iZF0O7VwhyyFd0Neut/sqas+cKhgPKIfs1Wl0RNKskqNr1NbP7kje32zX/bUPJUIOPNGvmIdUoKO80QD7z3JtY5QaWHfm8dGdn4/XG7GLpeONp8aC0yHz+yeSA6VFDQkhhtjxcfFTq9FqTokoMGneLeFyioSQS/UHnMamua2bs5vijfWKicmOhK981y7U5nQAzgPMPwIVScwFuKtAJASPIcH6yHOwCz+Gav+DFPv78h5e+/v3w0evzix/+NNM729NXXt0Q3YpzFljL6GPoFKY2Sp1l4EPLZWcehn/rhObo7pElzbA4oKvDWlcSArqftCjBcz8zgeODnEg6CX7wILvCGjebqBxnUcvMjI1SL1TCSRt+XApUo8Rxt1tmty8Ldrs/cdjoSC5RFn5uHYVIPkd5AzhVHLtICUxigASuElub2Cale276V0TCKJuEDS1Ym46yh3235Zf5JkAGPQGmMtf14LACnAYzJJxxU53kvYs6wYZYPhg69vqK3IU27ynV3r25pL5KrxFWVN1rtFH1IwavImIQ2HTAVkDAi/DlFXTFcvo7fNOWvzfxn61IT7InbB5SkL6Dq/r6cQ3eSvbZsJt2IN4o+CWr4VSYoIO+9w2YZjuxCLjr7snKPVzRu77zoSKtn+hlStNh8d7tx0dkrVNL3o+mv6WSXTD5nqb9Na+4WN0Y0TjbGtlp5Rr2hzsuVKzeqjE1mnT1pHv7av92eV1apWZQf6hoX4Ee7Yh0rvoi20ZaB8dA+Ql8uzG+XzS84n+dPf1K0eql9T0RCKWsWEwqUXBiJ54o+z7hUCiXTP/sLH1RisbM73EEnwXKNMT7pfRaJ/No49v3Y8+Nm4qZiLtkpg1lTuJncm3UNG6jf0L3CFN0t5kJ1NbApJjm2qEvgjkh0m+IUJ/ogojMlA/Fgs0DyTdjExxMbkcq6Drf1oQZm/1yoTP2iLDWiApxGFnY8xeBrbATA2xkN0BlCWDAQYcDXCTZnVzcCYblYaAT2jHJkAWhndAvrfAf0FZ4aPlHIof4MAAAAldEVYdGRhdGU6Y3JlYXRlADIwMTktMDQtMDNUMDQ6MDE6MzEtMDQ6MDBKCt2qAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDE5LTA0LTAzVDA0OjAxOjMxLTA0OjAwO1dlFgAAAABJRU5ErkJggg==",https://www.flashscore.com/football/portugal/,LIGA PORTUGAL - ROUND 21,None,https://www.flashscore.com/football/portugal/liga-portugal/,14.02.2026,2026-02-14T06:17:47.438767+00:00
paulista,BRAZIL,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAIAAADbtmxLAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAABl0RVh0QUxUVGFnAFdvcmxkIEZsYWdzIFBhcnQgMUbkMx0AAAAudEVYdENvcHlyaWdodABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21LwLjHAAAAImlUWHREZXNjcmlwdGlvbgAAAAAAV29ybGQgRmxhZ3MgUGFydCAxRqup1QAAADJpVFh0Q29weXJpZ2h0AAAAAABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21183mwAAAEuElEQVR42uxXbWxTVRhut35tbW9Xutp2ra3boN3GNnE2q/4AXEYMRmMmLoJEJDH8MAGjKGrYPzEBjIkanEIi/lATRf8oKn6gMDIwkUqcWHFr54o1/f5cd9uuvV07n3rnpay06zasxPjmpjn39Jz3POc573ne97JvPvQg60ayKtYNZv9RQE9oIniuiyvOMud3E8mDTX41fwbtXml878RNownechxWS+5pW9pMojr7jDb8QmOQ4GTpHjk3s0UxhdeLMUFqll3RIwMxn3Q4tyujhX+hE39hQIWODMQM6EIPyEmmxzNJeKIE3dYrAiJBCif4Xqv7Ha9k0CmdylT9g4A2SOMHmgPARL+euNj29rAJgPLHrDNMbDb91KXL8Qfceyfk30aE5S/BLlMYAQJQAIhh5fmP7hv3yYuN32waeeruYboNQIBVJlVlBTU2erTF21pL0a+xJH/L4Ue9UaLElEsuFQasM9jRbqpJI9iD6eqxBH+5gBANb+p9IJ9fNct07n6/zxFasaBr8CcWUO0aL9qYvkGaMBFJM1lDlqSqFCDgeGWVH/u76loSxoS2r6bZtfEuHVt3Wa1P96xu53N4bn+s0MMvLuWm2y08TobZHsimsmzowuIA0cSA53xiaLNnHvNSYlvY3iBSXAhdIBoSnatXUGrbI/0r1Rp+//p2sbDaenlODqgZjq4+olcGmOlwuLZuGlTh+HCIZQFCEnhD76PFt9AeeqmtRa0a+jz93bkoaVW5fpAH7ULZjM4zFWxsZfNlyTOec7yUlJycGy8WpOhImrdh7JbNZpmnakpde4TtgWY/E7zXNET00PceMn7lHK32MJ7c2sLss3sURoOW1Afd45yxk3IyTs0ThXzbpY4UZpur4qtFmCpGTL4xJyIWcl8dMDFtLH/ksPP4oMBq5tj4w5p+s7FDWdoVlsOiRVPHxwFxn0VTSGOhGTvq8YCn3fvP02j2PdmFX7c/AVhjZyRK83YVX7NvYM3WjXXFnECfsBwWLZXLXCnOtlHVTpuimI5BiHvuUPWYVGQsbWiU0J3oOfLBGCAyw9w+cvbnTlaas75zutAJnGMJPFiurOQK7L0j2nnY/wZkt9qjLx+1YHnwQXd+euqPxx9uQWwxw8CWsV22Y8/pTOCzazovlk+K6hDqB8yBjpmIaabAyKVPZeDEj9pwXEhRuU6c1NdnXWj87oyFJlP392oNTRI84GzovGet9uRtWns+/TvHlW+560oUJwsoNVyAJ4jHGtGV0IP4fnNJ7wnOIIYs1gh944AmR4yIC/5A3qF3fxWyHS9u+pKZheT/9G8Ke5K73FyG3ZyN1p6KCG8VJ1GCoUcmSty50gFM0D3m/tMn2KCoRbteKuAmLa9tPU5rNE3MMT9RTtVWbsUIVYVHSBldeQETckI4XsskfDqe8MtjBboVXz1372kazaBLCqVZkJhFlx/5ynGwKdBNTDM6afPJRxwatEX8VNctzlWKuUQBuVtCic1e2oci8u4uTYSp1AoNxLzulFauyEe6/iIkAlvzagEYdHXbaMOiqsTr812WC9W/xI2RUDT2O2TQ1UK5q8Rn0Fw1kuR96COgC1S2aodVhfv4L38oMsT8/21fKftTgAEAfTYwfnA3z5sAAAAASUVORK5CYII=",https://www.flashscore.com/football/brazil/,PAULISTA - ROUND 7,None,https://www.flashscore.com/football/brazil/paulista/,14.02.2026,2026-02-14T06:18:33.766749+00:00
ybc-levain-cup,JAPAN,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAIAAADbtmxLAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAABl0RVh0QUxUVGFnAFdvcmxkIEZsYWdzIFBhcnQgMUbkMx0AAAAudEVYdENvcHlyaWdodABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21LwLjHAAAAImlUWHREZXNjcmlwdGlvbgAAAAAAV29ybGQgRmxhZ3MgUGFydCAxRqup1QAAADJpVFh0Q29weXJpZ2h0AAAAAABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21183mwAAABR0lEQVR42mL89esXw2ACTAyDDIw6aNRBlAIWSjT/fPb87d4DX2/e+vH0OZDLIS3Jra4m7OzALiVJtpmM5GV7oFMeTZv1csMWrLLiAT5yWWnkOYscB73dd/B2deOfz5/xhTwvr2prvbCTPc3T0KuNW67nleB3DRAAFQCVARXTNoSAMXU+OJqga5DDyXDtUpLijrQQukUopjDDCaiFVlEGDJ6Pp8+SGgVALUCNNHEQMIeTl5NJ0shEkl/JcxBJGplISRBfyHMQSRpH6zIqOojf1Jg8O0jSSIKDyKgHyNBIgoO4NdTICCSgFqBGWqUhpfIiUh1EqhbSHAT0q1prPfHqgYpJCh5ycpmYvw+RbgIqAyqmUwMNWPje6+z7euMWroAExhR5uZKRko4i0FnAxhqys4BOAeYpsgsISh00WlKPOmjUQUQAgAADABZ0i9T1tET1AAAAAElFTkSuQmCC",https://www.flashscore.com/football/japan/,YBC LEVAIN CUP - SECOND STAGE - SEMI-FINALS,None,https://www.flashscore.com/football/japan/ybc-levain-cup/,14.02.2026,2026-02-14T07:30:04.606573+00:00
j2-league,JAPAN,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAIAAADbtmxLAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAABl0RVh0QUxUVGFnAFdvcmxkIEZsYWdzIFBhcnQgMUbkMx0AAAAudEVYdENvcHlyaWdodABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21LwLjHAAAAImlUWHREZXNjcmlwdGlvbgAAAAAAV29ybGQgRmxhZ3MgUGFydCAxRqup1QAAADJpVFh0Q29weXJpZ2h0AAAAAABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21183mwAAABR0lEQVR42mL89esXw2ACTAyDDIw6aNRBlAIWSjT/fPb87d4DX2/e+vH0OZDLIS3Jra4m7OzALiVJtpmM5GV7oFMeTZv1csMWrLLiAT5yWWnkOYscB73dd/B2deOfz5/xhTwvr2prvbCTPc3T0KuNW67nleB3DRAAFQCVARXTNoSAMXU+OJqga5DDyXDtUpLijrQQukUopjDDCaiFVlEGDJ6Pp8+SGgVALUCNNHEQMIeTl5NJ0shEkl/JcxBJGplISRBfyHMQSRpH6zIqOojf1Jg8O0jSSIKDyKgHyNBIgoO4NdTICCSgFqBGWqUhpfIiUh1EqhbSHAT0q1prPfHqgYpJCh5ycpmYvw+RbgIqAyqmUwMNWPje6+z7euMWroAExhR5uZKRko4i0FnAxhqys4BOAeYpsgsISh00WlKPOmjUQUQAgAADABZ0i9T1tET1AAAAAElFTkSuQmCC",https://www.flashscore.com/football/japan/,J2 LEAGUE - ROUND 33,None,https://www.flashscore.com/football/japan/j2-league/,14.02.2026,2026-02-14T07:45:50.876148+00:00
j3-league,JAPAN,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAIAAADbtmxLAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAABl0RVh0QUxUVGFnAFdvcmxkIEZsYWdzIFBhcnQgMUbkMx0AAAAudEVYdENvcHlyaWdodABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21LwLjHAAAAImlUWHREZXNjcmlwdGlvbgAAAAAAV29ybGQgRmxhZ3MgUGFydCAxRqup1QAAADJpVFh0Q29weXJpZ2h0AAAAAABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21183mwAAABR0lEQVR42mL89esXw2ACTAyDDIw6aNRBlAIWSjT/fPb87d4DX2/e+vH0OZDLIS3Jra4m7OzALiVJtpmM5GV7oFMeTZv1csMWrLLiAT5yWWnkOYscB73dd/B2deOfz5/xhTwvr2prvbCTPc3T0KuNW67nleB3DRAAFQCVARXTNoSAMXU+OJqga5DDyXDtUpLijrQQukUopjDDCaiFVlEGDJ6Pp8+SGgVALUCNNHEQMIeTl5NJ0shEkl/JcxBJGplISRBfyHMQSRpH6zIqOojf1Jg8O0jSSIKDyKgHyNBIgoO4NdTICCSgFqBGWqUhpfIiUh1EqhbSHAT0q1prPfHqgYpJCh5ycpmYvw+RbgIqAyqmUwMNWPje6+z7euMWroAExhR5uZKRko4i0FnAxhqys4BOAeYpsgsISh00WlKPOmjUQUQAgAADABZ0i9T1tET1AAAAAElFTkSuQmCC",https://www.flashscore.com/football/japan/,J3 LEAGUE - ROUND 34,None,https://www.flashscore.com/football/japan/j3-league/,None,2026-02-14T07:04:52.495083+00:00
emperors-cup,JAPAN,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAIAAADbtmxLAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAABl0RVh0QUxUVGFnAFdvcmxkIEZsYWdzIFBhcnQgMUbkMx0AAAAudEVYdENvcHlyaWdodABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21LwLjHAAAAImlUWHREZXNjcmlwdGlvbgAAAAAAV29ybGQgRmxhZ3MgUGFydCAxRqup1QAAADJpVFh0Q29weXJpZ2h0AAAAAABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21183mwAAABR0lEQVR42mL89esXw2ACTAyDDIw6aNRBlAIWSjT/fPb87d4DX2/e+vH0OZDLIS3Jra4m7OzALiVJtpmM5GV7oFMeTZv1csMWrLLiAT5yWWnkOYscB73dd/B2deOfz5/xhTwvr2prvbCTPc3T0KuNW67nleB3DRAAFQCVARXTNoSAMXU+OJqga5DDyXDtUpLijrQQukUopjDDCaiFVlEGDJ6Pp8+SGgVALUCNNHEQMIeTl5NJ0shEkl/JcxBJGplISRBfyHMQSRpH6zIqOojf1Jg8O0jSSIKDyKgHyNBIgoO4NdTICCSgFqBGWqUhpfIiUh1EqhbSHAT0q1prPfHqgYpJCh5ycpmYvw+RbgIqAyqmUwMNWPje6+z7euMWroAExhR5uZKRko4i0FnAxhqys4BOAeYpsgsISh00WlKPOmjUQUQAgAADABZ0i9T1tET1AAAAAElFTkSuQmCC",https://www.flashscore.com/football/japan/,EMPERORS CUP - 1/32-FINALS,None,https://www.flashscore.com/football/japan/emperors-cup/,None,2026-02-14T07:04:52.495382+00:00
australia-cup,AUSTRALIA,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAIAAADbtmxLAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAABl0RVh0QUxUVGFnAFdvcmxkIEZsYWdzIFBhcnQgMUbkMx0AAAAudEVYdENvcHlyaWdodABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21LwLjHAAAAImlUWHREZXNjcmlwdGlvbgAAAAAAV29ybGQgRmxhZ3MgUGFydCAxRqup1QAAADJpVFh0Q29weXJpZ2h0AAAAAABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21183mwAAADkUlEQVR42mJ8Z2PHER0FRM8+/502fd+GjecZYMDUVHG66e/vM2YC2XxzZusnbWBAAv5OKkl8L4T3b2NRV+fMSEeTJRswXY/O/XPm7AcvH6FNK1vKXHftKA7wN8SvB+iUjQE8pWfniT+7y9vfxztn1panTAxUAswnHqlflNKV97ATPXPk26TJvOxMbpkBAWEWnz//ACIf6X9A5wLVsfv5zdh4A+iULv1fLsdW8bEzcddUAwNm0+mXeQXLNmw6j98aaSkBDQ1JZyfNt2++AI3Fo5IFGC9AatbpT2YmkRHRrH+WLvqwdJlQdFRrczpI59KFcKXAUBHePw8UQf19LCbGT599mFa7DkhKSQsC0enT9/G7acHcJCD57NkHoBY8yhi/TZ+BRxoYPL/PnAGHkC+TlBQelSbTnuCRBSaDrEwnPl6Ojq5tyMkUi4Pe6htSJe5t/3njV6ChLiktLbB333X8ylgY6AVu3HwORASVMf4+fQZT9O+zZ/+ePWPk5f178+bPTZuBIlylJcDU8+/zZ6AIkMtqYoKmhdRsD0zgpiaKQCeixSAL3CBINEsyfAMWPEBHAK28bOJmCEs3QNecZxAydTT++fkzRMF7v7A5T3lwJQheXg5gisGTfrMyHYGRCIxBNBOYRcXtgE6ZNDHaz1ScZcaUr3UNTLx8e4z9y2/w3vrMhJztPZKWnz7zQN7JXLk0Gxh4LEsXWT8/HxRj901K/sbNF8iGAnNuYb6bl6cuMJ/ev/8GaykgIsKrrye7Y8cVYCD9+vUHEULAkhAcKv0fwKGyzzcTWAQ8PfUIKAfMzGgGAfN2wun7QPuyMx1Nt20BxeaMmaUMDClZYT7TbiOlXwlgjAAZuJIwMOT27r++eMkxIButWGIRwOYU/ACrsxgYELl18ZLj0lKCUlICQAbW4AE6CFe5xailW8NARwD0RkWZZ0fXdlwOYmKgL/j8CVQjPXv6Hme2JxhCQD8B9eMv76kImPCX9yDSz9DJSROYjSHplNaABX9hf+KoF6QQy850mjp93wCHELDIAgYMBEG4A+mg2BjLBfOSkEve3TuKyY41YFYHpkWgdiCDQAMNWFJjlbh06cmceYcZGRghDSZgswHYEMNa7BLnIMHlS9I8PXSBZT1+Q1gIZTGF6tp1EBMpiQhgwwOSTyGxT76DqmvWQQwiGNT4AbAOITIh0rukpiiXjTpo1EGjDhp10Ih0EECAAQCCI5jFZBN4twAAAABJRU5ErkJggg==",https://www.flashscore.com/football/australia/,AUSTRALIA CUP - 1/16-FINALS,None,https://www.flashscore.com/football/australia/australia-cup/,None,2026-02-14T07:04:52.495594+00:00
australian-championship,AUSTRALIA,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAIAAADbtmxLAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAABl0RVh0QUxUVGFnAFdvcmxkIEZsYWdzIFBhcnQgMUbkMx0AAAAudEVYdENvcHlyaWdodABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21LwLjHAAAAImlUWHREZXNjcmlwdGlvbgAAAAAAV29ybGQgRmxhZ3MgUGFydCAxRqup1QAAADJpVFh0Q29weXJpZ2h0AAAAAABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21183mwAAADkUlEQVR42mJ8Z2PHER0FRM8+/502fd+GjecZYMDUVHG66e/vM2YC2XxzZusnbWBAAv5OKkl8L4T3b2NRV+fMSEeTJRswXY/O/XPm7AcvH6FNK1vKXHftKA7wN8SvB+iUjQE8pWfniT+7y9vfxztn1panTAxUAswnHqlflNKV97ATPXPk26TJvOxMbpkBAWEWnz//ACIf6X9A5wLVsfv5zdh4A+iULv1fLsdW8bEzcddUAwNm0+mXeQXLNmw6j98aaSkBDQ1JZyfNt2++AI3Fo5IFGC9AatbpT2YmkRHRrH+WLvqwdJlQdFRrczpI59KFcKXAUBHePw8UQf19LCbGT599mFa7DkhKSQsC0enT9/G7acHcJCD57NkHoBY8yhi/TZ+BRxoYPL/PnAGHkC+TlBQelSbTnuCRBSaDrEwnPl6Ojq5tyMkUi4Pe6htSJe5t/3njV6ChLiktLbB333X8ylgY6AVu3HwORASVMf4+fQZT9O+zZ/+ePWPk5f178+bPTZuBIlylJcDU8+/zZ6AIkMtqYoKmhdRsD0zgpiaKQCeixSAL3CBINEsyfAMWPEBHAK28bOJmCEs3QNecZxAydTT++fkzRMF7v7A5T3lwJQheXg5gisGTfrMyHYGRCIxBNBOYRcXtgE6ZNDHaz1ScZcaUr3UNTLx8e4z9y2/w3vrMhJztPZKWnz7zQN7JXLk0Gxh4LEsXWT8/HxRj901K/sbNF8iGAnNuYb6bl6cuMJ/ev/8GaykgIsKrrye7Y8cVYCD9+vUHEULAkhAcKv0fwKGyzzcTWAQ8PfUIKAfMzGgGAfN2wun7QPuyMx1Nt20BxeaMmaUMDClZYT7TbiOlXwlgjAAZuJIwMOT27r++eMkxIButWGIRwOYU/ACrsxgYELl18ZLj0lKCUlICQAbW4AE6CFe5xailW8NARwD0RkWZZ0fXdlwOYmKgL/j8CVQjPXv6Hme2JxhCQD8B9eMv76kImPCX9yDSz9DJSROYjSHplNaABX9hf+KoF6QQy850mjp93wCHELDIAgYMBEG4A+mg2BjLBfOSkEve3TuKyY41YFYHpkWgdiCDQAMNWFJjlbh06cmceYcZGRghDSZgswHYEMNa7BLnIMHlS9I8PXSBZT1+Q1gIZTGF6tp1EBMpiQhgwwOSTyGxT76DqmvWQQwiGNT4AbAOITIh0rukpiiXjTpo1EGjDhp10Ih0EECAAQCCI5jFZBN4twAAAABJRU5ErkJggg==",https://www.flashscore.com/football/australia/,AUSTRALIAN CHAMPIONSHIP - ROUND 6,None,https://www.flashscore.com/football/australia/australian-championship/,None,2026-02-14T07:04:52.495626+00:00
championship,ENGLAND,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAMAAABjCgsuAAAABGdBTUEAALGPC/xhBQAAACBjSFJNAAB6JgAAgIQAAPoAAACA6AAAdTAAAOpgAAA6mAAAF3CculE8AAAAOVBMVEX////////zyMvPKDTNICzNICz////zys3PKDTNICzpnqPOJjLNICzPKDTOJjLNICzNICzNICz+/v6GJOUrAAAAAWJLR0QSe7xsAAAAAAd0SU1FB+MDBA0mLoMWM7MAAABlSURBVDjL7ZI5DsAwCATxsfGFr/9/Ng+AInRW5GlHIwE2kcT5EIEYvKNv3OCXgZM8KReg5PQokrwk1cYAt5oUSUHSx1zAmqMrkqKk8NrAXlwUSTBiD8wjmZc2n9X8cAd+vhscEbxtQAqVzXi44wAAACV0RVh0ZGF0ZTpjcmVhdGUAMjAxOS0wMy0wNFQxMzozODo0NiswMDowMO4fR6wAAAAldEVYdGRhdGU6bW9kaWZ5ADIwMTktMDMtMDRUMTM6Mzg6NDYrMDA6MDCfQv8QAAAAAElFTkSuQmCC",https://www.flashscore.com/football/england/,CHAMPIONSHIP - ROUND 8,None,https://www.flashscore.com/football/england/championship/,14.02.2026,2026-02-14T21:03:30.662645+00:00
afc-challenge-league,ASIA,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAYAAABU1PscAAAAAXNSR0IArs4c6QAABetJREFUWAntV3lMlEcU/+3BwgIKCCunXYSCYvHWYLF44FFsrT3SQ9RoPdOYNCa2Sa80Mbb+U6uVpId/qLXWtrZqrNIUUVvjfQCKAiqIyL1cW6GsLCws23kj3+d+7LfsutWoiS/ZnZn33sy8N+/N782nmDTnoA2PMSkfY9u56U8ceNgRfCQioFDY4Ofd7tFZqD2a1TMpyLcVL448LVniWMkoVBlDJby+Bq+MOY4VUzLhpzFj17lp+O7oq32pO8j+lwNd3Sosn5wpWXRP7lTJ2NlApezGwolZeJv9BJqb9BdS4i8jt3woShsiUFgdg7LGSEEs20oc8Pcx493pu9Fm8cHJkhFQsCkKpQ2XK2PR0aWBRt2J6JA6lNQN4ou1tvvCaApAsH8LH5s7Nei0qiQb6UMMmDfhCDYdehNmizeXTRqSj5Wp+xAWYJTo0iAyqJH/BEEFi2a5MRy7z09FQXWswBZbiQMzhuUgLfE8F77GQisQFQpzhw+0LE/JqbSNG0Rjms1+3IGqWzp8dmAxrCwqAkUxYzLSMxDkZ0JCeDnyK+MxRl+MQQMaBBWXrT64HvRLibuE9Vnp+PNysmSOxIHwwCaJUBiQ0b7MeEqZEywyWk276ACdSoDPbSzf/gF3UpgToDXhy7lfc+OJJxgiyO+1/eHULBTVxDhMkzjw99WxiA+rQm2zDvGhlYgLrZZMoLRa8/tSfDpnO/x92vDTmZnYcTqNpxRFyJ5sLFZtLGVu3fYXnbCXu+obWoKh9bLAxNZYd2ARrtQOlp2i0g9ZsEaQNJkCcbBgAk5dH44LLNyT4/PZyXcIYjzVE842ixbTEvIwWGdguZmK6/V37oSoyDoWqxc3gO5J74Ow15PrU8ou3vYJj3LWpWTkV8XJqXGeJAL2WtX/DMSqX1Zhx7LPQYhBpGR4PW1YHrvQXnycEF6BsdHXkMdQw54G+P2L1c/v4ohiz3e3392thEphxbFro1HTHNLntD4LGTlRK7OAN0Mj4+3+WH9wHq4Zoh02mBhXwC5tBU8fB6EbjIzDb2DkoBsujaelnEZA2OdiZZwDajS39cOSbR+jmeW3HCXFFOG33FQYbgVDr6uDjsHsrBFnoVF1yqmLPEIyKoKlDVEgEHCHXDrw89kZmJmYAx+1heFxGCydXvg1J9Wp8cH9WpAYWcbTp9umAAGDqUPLbbmTejZ4q7tkbSMg+GjPOxgfcxWnS4fL6vRmunTAwFJoXeZCXnj2X0hBIYOy8qaw3uuI46XP/SGiDt2Z6cNyuex6fRRiB9Zgb+4UVvz6Yxmr4Gp2twhtwllBq2Qnv4fJiHLKEnjrzp9LB2iR48WjUFAVixdGnMGC5GxsPvoy+rGqTUbRhbMntcpqPxT7VATP3XiGv3cI7SKCjLBaldhyYjZ2Ll+LI1fGIbswSdR3t6O41y+yASyfv1nwFSJY0WtoDcKa/UtQVH0Xo+mUV8/cBZWqm8OnWnnXoSKG5St3vMdto2eEqcMXpnYt6LlBgGFfxR+YA7TwzhVrxYtNxWr/xRRkFSShoilcsu/mRes5GhGzlRm67PsPUcdSpje9Pu4oRutLeN34lr1G6WXqxSJJjzpXJI2/K+0eeVlThKjpq+lAetIRTB16UeQJnTOliUIXZQ2RssaTwr4Lk7D1+EvYenI2O4RQ/nB89ulCt5DIIwcIpwlKBaLKeax4tDAU28Kau6mVU+H8NCl1yhoj0Gr2xZbFXyBjfgbGRRfzp4i4mJOORw4YWwNY/geKS27Mfgs3G6XpQ8LiOj3XKWep9eOpNFHfWSdj/ib2XDdwyKZ2IQMMV+QWCsktEhXYyNn0FXWA3QE5ogu6N28yDheNlxM78PJuDkUVu8yDdbU8Je0PyUG5h3HPKETzvFlRO/T+amTmJ2NDdjpsrGDdT1Ky+kDfDfnsFdBl7fuM+5Y6sUrHqi29Njcemnvfjactqbbk3nSvmHl0B9rYp2N9S5BDEXPi7wNle5RCZFGIfzOooj5s8igCZPSjYDzZ4bEDNPlRoCcOPOwo/Afa6icA+n0/zQAAAABJRU5ErkJggg==",https://www.flashscore.com/football/asia/,AFC CHALLENGE LEAGUE - ROUND 3,None,https://www.flashscore.com/football/asia/afc-challenge-league/,None,2026-02-14T07:45:50.876835+00:00
