rl_id,region,region_flag,region_url,league,league_crest,league_url,date_updated,last_updated
CYPRUS_CYPRUS_LEAGUE___ROUND_21,CYPRUS,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAIAAADbtmxLAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAABl0RVh0QUxUVGFnAFdvcmxkIEZsYWdzIFBhcnQgMUbkMx0AAAAudEVYdENvcHlyaWdodABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21LwLjHAAAAImlUWHREZXNjcmlwdGlvbgAAAAAAV29ybGQgRmxhZ3MgUGFydCAxRqup1QAAADJpVFh0Q29weXJpZ2h0AAAAAABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21183mwAAACOUlEQVR42mL89esXw2ACTAyDDIw6aNRB+MC/j0+BaFA46O/LG1/nBf48PJWgShY6hMqPLVV/Hp3i9Glj1Q0kqJ6RduXQ/x+ff51Z9PPwFGZxDXabHBY1Z2J0sVDo+z+39gLtA7KZ5czgsfPn9t6/D08BQwVkgZozV/AU4s2kyEH/gdGxpx2PAqBT4A6lYS4DxgUwGCAMfH5VcwYiRg5ekgwnOYT+Pjr1dWk8KI7ENfA7CKgSGKdM/NIkmU9CogbGDiMH3+9L6wmWJXAAdDRX1CKSAomEEAKa/n1LFVGGAmOKne/fq+ssai7AcCIyf5HsICYxTSJVkpStyE/UwBBiM40jkAI4eDlcKinJuaQlamBR+w9YzIALGDS3gmPKhd0mm8LilJySGpgsft/aC0zg/z48BbK5k9aTmrepXDACyzpIcQfMbr8vS1PRNeSE0Ifv30rWLuTn5FYQFs118MSl7OG71yGze2s9Q4AMPMqoUFILcHLJC4tuunS6eO1CoJVA92GqWXTyoMvEpodvX08+sM1Pz4TmVceHb98+fv/WGxwP9L1YWRLQWRefPIRIFa9dZNpZUbJ2UZyFPdDdD96+BiqmeaIGgubtaxadOKgvowAMMKCzgDG4JrUY6KySdaDYBCq4+OQBME7nxGTKC4nSw0GQeJl8YDswXvRl5IGOAJLAwAA67tDta/ycXPaqWrVeIaS6hgoNtE2XzgAdAUkoQMcBk9TFpw+AaZmu5dBoN2jUQaMOIgUABBgANyQEZSR80q8AAAAASUVORK5CYII=",,CYPRUS LEAGUE - ROUND 21,,https://www.flashscore.com/football/cyprus/cyprus-league/,11.02.2026,2026-02-13T06:18:50.717519+00:00
LUXEMBOURG_BGL_LIGUE___ROUND_16,LUXEMBOURG,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAIAAADbtmxLAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAABl0RVh0QUxUVGFnAFdvcmxkIEZsYWdzIFBhcnQgMt/tYqcAAAAudEVYdENvcHlyaWdodABXb3JsZCBGbGFncyBQYXJ0IDIgYnkgRHJlYW1zdGFsZS5jb23olj5uAAAAImlUWHREZXNjcmlwdGlvbgAAAAAAV29ybGQgRmxhZ3MgUGFydCAy36L4bwAAADJpVFh0Q29weXJpZ2h0AAAAAABXb3JsZCBGbGFncyBQYXJ0IDIgYnkgRHJlYW1zdGFsZS5jb23Wpf8ZAAAATklEQVR42uzVsQ0AIAwDwQSYB4pMy2gsgQRlKsbAxf8EJ7mw7z5MqWJiAQIECNDvWo2QAnlmMhkgQIAASV/HXFcNdJgMECBAgJRBT4ABADv1Ca5+O+5OAAAAAElFTkSuQmCC",,BGL LIGUE - ROUND 16,,https://www.flashscore.com/football/luxembourg/bgl-ligue/,11.02.2026,2026-02-13T06:18:50.717519+00:00
URUGUAY_LIGA_AUF_URUGUAYA___APERTURA___ROUND_1,URUGUAY,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAIAAADbtmxLAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAABl0RVh0QUxUVGFnAFdvcmxkIEZsYWdzIFBhcnQgMt/tYqcAAAAudEVYdENvcHlyaWdodABXb3JsZCBGbGFncyBQYXJ0IDIgYnkgRHJlYW1zdGFsZS5jb23olj5uAAAAImlUWHREZXNjcmlwdGlvbgAAAAAAV29ybGQgRmxhZ3MgUGFydCAy36L4bwAAADJpVFh0Q29weXJpZ2h0AAAAAABXb3JsZCBGbGFncyBQYXJ0IDIgYnkgRHJlYW1zdGFsZS5jb23Wpf8ZAAAB+ElEQVR42uxWO0jDUBS91zZ+otbPUpHUDw6FFj+DYNvBRRxc3JwUlzrrIM7iroiu6iDoIN2cdBInFRyshYKgU6sYlKJVSk3V571NKlIFB0msksPj8RIS7uGec957qGkalBLKoMTwFaFckuf7CM8vaePRKjg/v0J1TigrmI0LOYlX07Qu+uDo9PooplpBCG8XRUMYcgniBNk4POxC5gAcLl446kAOGIRi6tLGiRWEhBzEixDIQUitMT9iQ/PVNKkmWres9RD1gAahwm8s3kFmqg7geUhnaTbQiD2Z9z6CVJuUAtjee+r2OqNnzzS3Nju4ec0LUDei/5NUHy/VR5Mle4rjaxokj05o/1i7e3glWpOjMhOSFPY4RFhNSVHcNTRMJiQpbCDqUx7jw1WDE6lur9TfW87PDpeo9DFdSbEq9nolfe8BqK/F+ZnatrxYjGwcU2uiMQwQMDv2BQ9RScq8HMDMYbGpdQORWBS6vI2WN6Pmxb6Qskofb4DUp1yCq9LeQ0MXyz2LN4tQ5no3tYVHB+037TtQrnDtCr9BkTqkrJLrf+PoYJcAaElRP4K0kIOiJchSkqM/oK/TPTXWY7KHPoPMVDgrrASW2n3ISRkuKULoGVixb4x/ipDTvAD/k5TZHvrWQx1D63aH/pZkfV1NduxtD/0EbwIMAEvhwcONWnYOAAAAAElFTkSuQmCC",,LIGA AUF URUGUAYA - APERTURA - ROUND 1,,https://www.flashscore.com/football/uruguay/liga-auf-uruguaya/,11.02.2026,2026-02-13T06:18:50.717519+00:00
MARTINIQUE_TROPHEE_GERARD_JANVION___ROUND_15,MARTINIQUE,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAIAAADbtmxLAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAABl0RVh0QUxUVGFnAFdvcmxkIEZsYWdzIFBhcnQgMt/tYqcAAAAudEVYdENvcHlyaWdodABXb3JsZCBGbGFncyBQYXJ0IDIgYnkgRHJlYW1zdGFsZS5jb23olj5uAAAAImlUWHREZXNjcmlwdGlvbgAAAAAAV29ybGQgRmxhZ3MgUGFydCAy36L4bwAAADJpVFh0Q29weXJpZ2h0AAAAAABXb3JsZCBGbGFncyBQYXJ0IDIgYnkgRHJlYW1zdGFsZS5jb23Wpf8ZAAAATUlEQVR42mLUsJjAQDQwNZSeO9GfgRTw1cOGJPVMDIMMjDpo1EGjDhp10KiDRh006qBRB406aNRBow4addCog0YdNOqgUQcNbwcBBBgAMi0Ep2UQUt4AAAAASUVORK5CYII=",,TROPHEE GERARD JANVION - ROUND 15,,https://www.flashscore.com/football/martinique/trophee-gerard-janvion/,11.02.2026,2026-02-13T06:18:50.717519+00:00
DENMARK_SUPERLIGA___ROUND_19,DENMARK,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAIAAADbtmxLAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAABl0RVh0QUxUVGFnAFdvcmxkIEZsYWdzIFBhcnQgMUbkMx0AAAAudEVYdENvcHlyaWdodABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21LwLjHAAAAImlUWHREZXNjcmlwdGlvbgAAAAAAV29ybGQgRmxhZ3MgUGFydCAxRqup1QAAADJpVFh0Q29weXJpZ2h0AAAAAABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21183mwAAAAfElEQVR42mK8oGXHQAQQzYgDIjj325mLD1KKGWgAmBgGGRh10KiDRh006qBRB406iETAglxl4gHcJvrIXFYpCSI1kgoYf/36NRplow6iKFED237EqAOmYlYpcTj37+cvP2/epUmiHm3Cjjpo1EGjDhp10KiDRh1EXQAQYACABhyOckaeMwAAAABJRU5ErkJggg==",,SUPERLIGA - ROUND 19,,https://www.flashscore.com/football/denmark/superliga/,11.02.2026,2026-02-13T06:18:50.717519+00:00
ARGENTINA_LIGA_PROFESIONAL___APERTURA___ROUND_4,ARGENTINA,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAIAAADbtmxLAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAABl0RVh0QUxUVGFnAFdvcmxkIEZsYWdzIFBhcnQgMUbkMx0AAAAudEVYdENvcHlyaWdodABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21LwLjHAAAAImlUWHREZXNjcmlwdGlvbgAAAAAAV29ybGQgRmxhZ3MgUGFydCAxRqup1QAAADJpVFh0Q29weXJpZ2h0AAAAAABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21183mwAAABZklEQVR42uyVwUrDQBCGd8NiWxpohWgkWMFCvdmLCkr1ZE8i6MFX8V18BvEsKAoeLEVtvYSKUAxIEJtYTdukZoNp1in6BK40Oeywh2Vgl4+Zf/7Bh8dtlKSQUMJCAAkgASSA4g583npPFhBjjPcPajFqo9DDchGlVc7PCNfrcMi6deYarKcjkh0DZVRprgr3eICizgU1r5/v640bP0XoUlkrrZQyIMz5vTiAwiFyjbuz2/7bYGdfDeioUbMoHa3lNcRRpL8DMc9g1KLuYLWinJ6YkKlsq+0HZywpz8D55YmPfehBVYIwnZueWijKcFQtY7/6kAGmOFpG5JScA+nozVFhMQtwevNjtqCklRICdU/eGKEpmGS3DqoBjRq1rt50+s7X5m4ZBg1zAPH5ELWiziXyrZ75CCqG3uGZDUlZ53GjfzDGsbrBh35qxlGbX6An+zNRq4McXb2IbS+ABJAAEkBJBvoWYABdu41Ctzf5LgAAAABJRU5ErkJggg==",,LIGA PROFESIONAL - APERTURA - ROUND 4,,https://www.flashscore.com/football/argentina/liga-profesional/,11.02.2026,2026-02-13T06:18:50.717519+00:00
ICELAND_LEAGUE_CUP_WOMEN___ROUND_1,ICELAND,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAIAAADbtmxLAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAABl0RVh0QUxUVGFnAFdvcmxkIEZsYWdzIFBhcnQgMUbkMx0AAAAudEVYdENvcHlyaWdodABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21LwLjHAAAAImlUWHREZXNjcmlwdGlvbgAAAAAAV29ybGQgRmxhZ3MgUGFydCAxRqup1QAAADJpVFh0Q29weXJpZ2h0AAAAAABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21183mwAAAAn0lEQVR42mJUdJzAQAgs7w8215e5oa8DF9G4eOXkxSeRhWsZqA2YGAYZGHXQqINGHTTqoFEHDXYHMZ648JigIk1lUT4edrS67NOXn9fvvqa+g/7//0+kUjQH0SiEWB4lJ5KhjTxdRIXQdT3t0UQ9tHLZoEvUwJYokdkeTZBG2Z6FmHYxpE2NJgh0zWibetRBow4addCog0YdNAgAQIABAMwhNjsRI2p/AAAAAElFTkSuQmCC",,LEAGUE CUP WOMEN - ROUND 1,,https://www.flashscore.com/football/iceland/league-cup-women/,11.02.2026,2026-02-13T06:18:50.717519+00:00
MOROCCO_BOTOLA_PRO___ROUND_11,MOROCCO,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAIAAADbtmxLAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAABl0RVh0QUxUVGFnAFdvcmxkIEZsYWdzIFBhcnQgMt/tYqcAAAAudEVYdENvcHlyaWdodABXb3JsZCBGbGFncyBQYXJ0IDIgYnkgRHJlYW1zdGFsZS5jb23olj5uAAAAImlUWHREZXNjcmlwdGlvbgAAAAAAV29ybGQgRmxhZ3MgUGFydCAy36L4bwAAADJpVFh0Q29weXJpZ2h0AAAAAABXb3JsZCBGbGFncyBQYXJ0IDIgYnkgRHJlYW1zdGFsZS5jb23Wpf8ZAAABnklEQVR42mJ8qmfCMJgAE8MgA6MOGnXQqIOwgi2KHLcEWKhiFHVMOSfK+oWVUe3Dn8ESQgdl2A9Ksw+WKDsnxvqZlfEsmBwUDjoACxtgOA2WEIKkHmBKoneifs7N/JwbxQ+fWZmA+cv+6U9ICJ178ANNi+r7P7y//xNvBSNJtT0wlZTZ8AOTC5Hqfe7/qDv1mYZRBvTr9P0fIm59h3BTr34DRhZQcMb+D91HPgFFgEEFdAREFugUUl1DZjlUdP4L0B39hjyztbkgwWD06jeQARSEZH6Qu/d9IK9YIjNRAx0BtFLy619QPLIxAqMSgiDO2rD5LdmFJPklNdBK41e/tygyA0Ml0wmY2JkhDgK6laRUTM1sfxac4YHOAmY0oGuAaQvoFOKTPJVDCOgIYKh8+f3/lgAjJEhWqHECGRTWIUyUlIeQggCSaCBJChJrlLiJfAcBmxyQFLNk53tgwACdBWQYg7PbQWk2ekcZMCSAUQYsZuClDryU6jPkocRBjOT1yyDNMVx5Gxh4wKCCFAp0ctBom3rUQaMOGroOAggwAEzqvLkTBgECAAAAAElFTkSuQmCC",,BOTOLA PRO - ROUND 11,,https://www.flashscore.com/football/morocco/botola-pro/,11.02.2026,2026-02-13T06:18:50.717519+00:00
SCOTLAND_SWPL_1_WOMEN___ROUND_17,SCOTLAND,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAIAAADbtmxLAAAABGdBTUEAALGPC/xhBQAAACBjSFJNAAB6JgAAgIQAAPoAAACA6AAAdTAAAOpgAAA6mAAAF3CculE8AAAABmJLR0QA/wD/AP+gvaeTAAAAB3RJTUUH4wMEDSYugxYzswAAA+VJREFUWMO9mM9vG0UUx9+b9Tqy44g0aWwpm3BCcYsqhNJwTMIBkEC9FYgTR5QcGpwWVCT+kioiTtVDC7IThyZnRH8g2h6bRKJIwAYugFwp66Z15TStvbvzOKyzWRvP7noTMaf9Met58/F78/3OIBEBAAAQASI8r5pfFLau3foHwkzukHSz/vYImyyhXjWhxmfeHZxPDXV2SNbQVkPOyb6xX3y3rl1YUne0F1JMJiJ+RFExBEQ0d/XeeGRhKvnxSNw5aP2aiAxOIYb2IwJiiM9eGHN5dfluEcKSHGaHRyVLqNc41MzJcSWbTr4SCXEiBLSjscLAnd1aT6dsckJEZr8zKSQhAKxtap/l1J3tPakrHBhVHUyl1puIXplOnh2OO4cAAE5ARBLDJ8916frL9wZ7Ot4YiCGCYRJjCACMIScwiU71x2ZHlb8q+i9/lglRllm7MckSmjrRSyM1PnDzyzeHX+0yOAGgtD97wySJIUMsPNg+M/8QYeYW6HxiTMmmk8eiIYMTa4VqdVPLtInKCWZxOvlhKzCcKMTw6Z4xl1dX7hVBZshmf0QEs1LriUcXp5MfnRZ+Vt4z5vJq4Z6vrLIzJjWmZNPJbvFUb2xomZz6RLOmCgjn7zi/nxjtz06fcEG1tqllcupjMSobzPFEdFGQMQdgcr+v3H/knGE9IHDUZE9fxBPVhby63ArVQSmNKQt+wJSaV5aDgJp+0Q8qZwECeJeSCxi7NQfULio7qwCgjYwpCZfcFgE1o/IqwLXN0vlvfwOAq5+cPDvc511KrjUhDMiJqrcvkhWgsha0R+UqAPR3d4gW2Bsb2lxO3Sl5a5FbQC5ZJaFjyd8f1RkrEZg+MiZIQKKs4gQ2CWvGzlvr2jNjAgZktZCEhs6hxj8YiV+feb2vS3YKtd2sh6WKfu7ar9+vaxBmIZkZvrWZ+ezXMAn01Y356xaEUEu59vOXBTALEpw+596jpVwjNJSSxNBpFhDrSR3ALPgo+0rteCKaFci1VfbFchUAFHHZr25ombwvVEJCNpjJtwd+uOTmY1Y3tPcv/7zwU/G1eOSUIvBVSmx2VPl7V3/4hwcqsXS0qUoAEEABvaWjbR+zv8YABFFAN3ENBkZkPwKjajZofsC4q5IfBXRBdWBhfTlf36rUgCp94lin2K03FCDUTf7kuLIwdSgf89/WngVdUpfvFkFmmPjq/uXU0MTI0YDxQOWaVSvr2qXClsdGMQCYYKjsjaJwK13eMzI+DF4QVGPKYjrZHRVspVseNhQebF9c2jokGHdUX08Npd5KQMvDBmc0u1Xz8+Wtb27/H8cxn74zOD85FGs8jvkX862C9HAxdGoAAAAldEVYdGRhdGU6Y3JlYXRlADIwMTktMDMtMDRUMTM6Mzg6NDYrMDA6MDDuH0esAAAAJXRFWHRkYXRlOm1vZGlmeQAyMDE5LTAzLTA0VDEzOjM4OjQ2KzAwOjAwn0L/EAAAAABJRU5ErkJggg==",,SWPL 1 WOMEN - ROUND 17,,https://www.flashscore.com/football/scotland/swpl-1-women/,11.02.2026,2026-02-13T06:18:50.717519+00:00
AUSTRIA_BUNDESLIGA___ROUND_18,AUSTRIA,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAIAAADbtmxLAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAABl0RVh0QUxUVGFnAFdvcmxkIEZsYWdzIFBhcnQgMUbkMx0AAAAudEVYdENvcHlyaWdodABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21LwLjHAAAAImlUWHREZXNjcmlwdGlvbgAAAAAAV29ybGQgRmxhZ3MgUGFydCAxRqup1QAAADJpVFh0Q29weXJpZ2h0AAAAAABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21183mwAAAAT0lEQVR42uzXQQ0AIAwEwZYgARegrIKKNEzgocjgHrsKJunjUj9zmVLNxAIECBCg3/URIQXyquJkgAABAiQ9HTe31nTwdQACBAiQOOgJMABYKgicRzgM5QAAAABJRU5ErkJggg==",,BUNDESLIGA - ROUND 18,,https://www.flashscore.com/football/austria/bundesliga/,11.02.2026,2026-02-13T06:18:50.717519+00:00
BELGIUM_JUPILER_PRO_LEAGUE___ROUND_24,BELGIUM,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAIAAADbtmxLAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAABl0RVh0QUxUVGFnAFdvcmxkIEZsYWdzIFBhcnQgMUbkMx0AAAAudEVYdENvcHlyaWdodABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21LwLjHAAAAImlUWHREZXNjcmlwdGlvbgAAAAAAV29ybGQgRmxhZ3MgUGFydCAxRqup1QAAADJpVFh0Q29weXJpZ2h0AAAAAABXb3JsZCBGbGFncyBQYXJ0IDEgYnkgRHJlYW1zdGFsZS5jb21183mwAAAATElEQVR42uzOsRGAIBAAwcchIP7MQojogCIpwsKswRYkc5y9+IItmRmvG71d64yd7lm3/iM+FhAQEBAQEBAQEBAQEBAQENC/QY8AAwDF2wOT6RQXYgAAAABJRU5ErkJggg==",,JUPILER PRO LEAGUE - ROUND 24,,https://www.flashscore.com/football/belgium/jupiler-pro-league/,11.02.2026,2026-02-13T06:18:50.717519+00:00
NORTH_&_CENTRAL_AMERICA_WORLD_CUP_U17___QUALIFICATION___ROUND_1,NORTH & CENTRAL AMERICA,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAYAAABU1PscAAAAAXNSR0IArs4c6QAABetJREFUWAntV3lMlEcU/+3BwgIKCCunXYSCYvHWYLF44FFsrT3SQ9RoPdOYNCa2Sa80Mbb+U6uVpId/qLXWtrZqrNIUUVvjfQCKAiqIyL1cW6GsLCws23kj3+d+7LfsutWoiS/ZnZn33sy8N+/N782nmDTnoA2PMSkfY9u56U8ceNgRfCQioFDY4Ofd7tFZqD2a1TMpyLcVL448LVniWMkoVBlDJby+Bq+MOY4VUzLhpzFj17lp+O7oq32pO8j+lwNd3Sosn5wpWXRP7lTJ2NlApezGwolZeJv9BJqb9BdS4i8jt3woShsiUFgdg7LGSEEs20oc8Pcx493pu9Fm8cHJkhFQsCkKpQ2XK2PR0aWBRt2J6JA6lNQN4ou1tvvCaApAsH8LH5s7Nei0qiQb6UMMmDfhCDYdehNmizeXTRqSj5Wp+xAWYJTo0iAyqJH/BEEFi2a5MRy7z09FQXWswBZbiQMzhuUgLfE8F77GQisQFQpzhw+0LE/JqbSNG0Rjms1+3IGqWzp8dmAxrCwqAkUxYzLSMxDkZ0JCeDnyK+MxRl+MQQMaBBWXrT64HvRLibuE9Vnp+PNysmSOxIHwwCaJUBiQ0b7MeEqZEywyWk276ACdSoDPbSzf/gF3UpgToDXhy7lfc+OJJxgiyO+1/eHULBTVxDhMkzjw99WxiA+rQm2zDvGhlYgLrZZMoLRa8/tSfDpnO/x92vDTmZnYcTqNpxRFyJ5sLFZtLGVu3fYXnbCXu+obWoKh9bLAxNZYd2ARrtQOlp2i0g9ZsEaQNJkCcbBgAk5dH44LLNyT4/PZyXcIYjzVE842ixbTEvIwWGdguZmK6/V37oSoyDoWqxc3gO5J74Ow15PrU8ou3vYJj3LWpWTkV8XJqXGeJAL2WtX/DMSqX1Zhx7LPQYhBpGR4PW1YHrvQXnycEF6BsdHXkMdQw54G+P2L1c/v4ohiz3e3392thEphxbFro1HTHNLntD4LGTlRK7OAN0Mj4+3+WH9wHq4Zoh02mBhXwC5tBU8fB6EbjIzDb2DkoBsujaelnEZA2OdiZZwDajS39cOSbR+jmeW3HCXFFOG33FQYbgVDr6uDjsHsrBFnoVF1yqmLPEIyKoKlDVEgEHCHXDrw89kZmJmYAx+1heFxGCydXvg1J9Wp8cH9WpAYWcbTp9umAAGDqUPLbbmTejZ4q7tkbSMg+GjPOxgfcxWnS4fL6vRmunTAwFJoXeZCXnj2X0hBIYOy8qaw3uuI46XP/SGiDt2Z6cNyuex6fRRiB9Zgb+4UVvz6Yxmr4Gp2twhtwllBq2Qnv4fJiHLKEnjrzp9LB2iR48WjUFAVixdGnMGC5GxsPvoy+rGqTUbRhbMntcpqPxT7VATP3XiGv3cI7SKCjLBaldhyYjZ2Ll+LI1fGIbswSdR3t6O41y+yASyfv1nwFSJY0WtoDcKa/UtQVH0Xo+mUV8/cBZWqm8OnWnnXoSKG5St3vMdto2eEqcMXpnYt6LlBgGFfxR+YA7TwzhVrxYtNxWr/xRRkFSShoilcsu/mRes5GhGzlRm67PsPUcdSpje9Pu4oRutLeN34lr1G6WXqxSJJjzpXJI2/K+0eeVlThKjpq+lAetIRTB16UeQJnTOliUIXZQ2RssaTwr4Lk7D1+EvYenI2O4RQ/nB89ulCt5DIIwcIpwlKBaLKeax4tDAU28Kau6mVU+H8NCl1yhoj0Gr2xZbFXyBjfgbGRRfzp4i4mJOORw4YWwNY/geKS27Mfgs3G6XpQ8LiOj3XKWep9eOpNFHfWSdj/ib2XDdwyKZ2IQMMV+QWCsktEhXYyNn0FXWA3QE5ogu6N28yDheNlxM78PJuDkUVu8yDdbU8Je0PyUG5h3HPKETzvFlRO/T+amTmJ2NDdjpsrGDdT1Ky+kDfDfnsFdBl7fuM+5Y6sUrHqi29Njcemnvfjactqbbk3nSvmHl0B9rYp2N9S5BDEXPi7wNle5RCZFGIfzOooj5s8igCZPSjYDzZ4bEDNPlRoCcOPOwo/Afa6icA+n0/zQAAAABJRU5ErkJggg==",,WORLD CUP U17 - QUALIFICATION - ROUND 1,,https://www.flashscore.com/football/world/world-cup-u17/,11.02.2026,2026-02-13T06:18:50.717519+00:00
TRINIDAD_AND_TOBAGO_TT_PREMIER_LEAGUE,TRINIDAD AND TOBAGO,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADAAAAAgCAIAAADbtmxLAAAAGXRFWHRTb2Z0d2FyZQBBZG9iZSBJbWFnZVJlYWR5ccllPAAAABl0RVh0QUxUVGFnAFdvcmxkIEZsYWdzIFBhcnQgMt/tYqcAAAAudEVYdENvcHlyaWdodABXb3JsZCBGbGFncyBQYXJ0IDIgYnkgRHJlYW1zdGFsZS5jb23olj5uAAAAImlUWHREZXNjcmlwdGlvbgAAAAAAV29ybGQgRmxhZ3MgUGFydCAy36L4bwAAADJpVFh0Q29weXJpZ2h0AAAAAABXb3JsZCBGbGFncyBQYXJ0IDIgYnkgRHJlYW1zdGFsZS5jb23Wpf8ZAAADbElEQVR42ryY30tTYRjHN6WSbJuZ2s8ZYprhiPK3zpjbKLYcaoNSiEToIujG/6Cb3XlTu6krryLIAsUgGpgML9Iuchc1LzTDREiQFm0aOkvqY6+Nsp1X587xYZzBOc855/s+7/f7fZ5N7/F4RkdHdcrR3t7u8/mMRuN8z93Io8c6jSMzHA7Pzc1NTEwoZXApGAy2tbXlOZr2Hj8WC45oCihjbXHR7/dTA0kSoJ1OJ8hyWpqLeh9kGgwaVuj61KzBWl/dZDObzWNjY/F4PGleLBYbHBysrKwsrq0xWOuigZc/V1c1qdDK5NT0tRsc4Up/f7/JZFJKjUajXq+3r68v63Rp6YsBjppU6Fb+UdbKivfkHSq8YHU4HKFQaGFhQemGQCDAsdFuN7kurs7Mxj/Oqg+ILzDBVjgLJvgLiyWYUCU6uNzaCqbvn+ZXJt+rD2iDKMERXpDvvtTZ2bml9CgV0ElWV3r/ACJYLp8D1joKIIqhdCclpJB2u/1wTRWYvr0JqUJzfejM+f/PQtii3vvIGwp3d3dL7kcESKG8vBxZzNy8jYmkq7KkZ3n6h9Sld+rJw/Slt3nLErG2uIT09p+1YDxIj93BipJmYl3wCdCYGTRfevX6RySiPiAhva/PngvpdXR0yKXHVSG93KvedKQnA5SQHtWikaGp6d8hkR5BOZGeTq+H5poAIpbfhYUdgEluB8AVnTjXWr8zO0iusqSxO9LbVoVEQFUIC83P2WwWi4VKKHViztOJS0pKyupq6cTcxaanJXulECvm6HK5trSDrq4uYQfFqdhBChVKSO/L04FE12NikXdizMLpcmEHa58j25FeyoAS0ss0Go40rmMaHx+H6UqZ4irTAZpg49CHJoAImCGkh5urOATvHJDoxJiN0WFbH0VMJt4q78QMnGx0Vlkpi1HqxCnIfnfsIEOXdvD0KfcV0YmHh4fl0uPHgnwITmvL/pYenXhf0UlzTXVKQ/Dy2/UeoD6gP5iGUh2CD7Z6NnVi1QBtGoLBBCC59IDldrtJxkGguSaAhPTAlNtYTwFwRXxIKZMiiSEYP0sMwSqoTF3pqV+hRCeOBYayqyvoxA0NDRBZ3okLCgrIpBNrVaENQhgMhfd6sqsqYAyjN7KXJPv9foxDW0AiTvju5LQ0wycwhcNh+V8/vwQYACJCcanTbw7mAAAAAElFTkSuQmCC",,TT PREMIER LEAGUE,,https://www.flashscore.com/football/trinidad-and-tobago/tt-premier-league/,11.02.2026,2026-02-13T06:18:50.717519+00:00
